,market_filled_ts,creation_ts,closed_ts,pid,uid,side,type,quantity,price,margin,liquidation,stoploss,takeprofit,market_wi,margin_wi,stoploss_wi,takeprofit_wi,pl,closed,canceled,exit_price,leverage,sign,sum_carry_fees
0,1654529360940,1654529360940,1654529481863,15becd9e-bed2-42cb-a4cb-c9c33f0ae0df,1cb3b5a9-3ef8-42df-9ebd-4026b3edb124,s,m,10,31218.0,3203,34686.5,,,filled,closed,,,-97,True,False,31312.5,10,-1,0
